user_id;teaser_id;event_type;timestamp;device_type;country
65;456;impression;2023-04-24 00:29:27;mobile;DE
66;789;impression;2021-05-27 17:49:50;desktop;DE
67;456;impression;2022-11-23 07:48:30;tablet;DE
68;789;impression;2021-05-09 11:02:34;tablet;FR
69;123;impression;2023-10-15 09:59:54;tablet;FR
70;123;impression;2023-03-25 14:54:58;mobile;DE
71;789;impression;2023-05-18 04:49:01;mobile;US
72;456;click;2022-05-24 01:17:06;tablet;US
73;123;click;2023-04-06 19:00:54;mobile;FR
74;789;impression;2023-01-10 14:06:57;tablet;US
75;456;impression;2022-10-25 13:29:12;tablet;DE
76;789;impression;2023-09-05 22:31:28;mobile;US
77;456;impression;2021-07-19 20:01:43;tablet;FR
78;789;impression;2021-03-15 17:05:41;desktop;DE
79;456;impression;2023-09-03 09:55:13;tablet;US
80;789;impression;2022-02-15 16:46:50;desktop;FR
81;123;click;2022-08-03 12:29:53;mobile;DE
82;123;impression;2022-05-06 14:45:52;mobile;US
83;789;impression;2021-06-06 01:28:21;tablet;DE
84;456;impression;2023-01-05 07:03:22;desktop;FR
85;456;share;2022-06-16 19:33:57;desktop;DE
86;123;impression;2022-04-27 12:58:38;mobile;US
87;456;impression;2022-06-20 12:50:40;tablet;FR
88;123;impression;2023-07-03 14:42:22;desktop;FR
89;789;impression;2023-01-25 21:36:08;mobile;FR
90;456;click;2023-02-23 19:17:35;desktop;US
91;456;impression;2021-09-12 09:16:58;tablet;US
92;123;impression;2023-02-23 13:53:37;mobile;FR
93;456;impression;2021-11-02 18:25:15;mobile;FR
94;456;impression;2023-12-30 02:55:19;desktop;DE
95;123;impression;2021-12-01 04:22:58;tablet;US
96;456;impression;2022-06-29 08:44:41;desktop;FR
97;789;impression;2022-09-05 04:08:29;desktop;FR
98;789;impression;2021-12-05 01:35:53;mobile;DE
99;456;click;2021-05-26 17:49:11;desktop;US
100;789;impression;2022-09-19 01:34:56;desktop;DE
101;123;impression;2022-09-04 22:23:12;tablet;DE
102;456;impression;2022-10-30 15:48:29;tablet;FR
103;789;impression;2021-10-22 06:07:46;desktop;DE
104;123;impression;2021-07-30 06:27:55;mobile;FR
105;123;impression;2023-05-22 16:32:59;mobile;FR
106;789;impression;2023-06-29 14:12:19;mobile;DE
107;789;impression;2022-11-16 16:47:51;desktop;US
108;789;impression;2022-11-26 04:42:06;mobile;DE
109;123;impression;2022-04-26 20:12:54;tablet;US
110;789;impression;2022-01-04 05:26:30;desktop;FR
111;456;impression;2022-12-28 03:25:39;tablet;DE
112;123;impression;2021-04-17 09:19:26;tablet;FR
113;456;impression;2023-01-10 01:30:10;tablet;DE
114;456;share;2021-03-01 15:19:42;desktop;US
115;123;impression;2021-02-23 09:02:44;desktop;FR
116;789;impression;2022-01-07 03:29:33;desktop;US
117;789;impression;2022-10-01 05:49:57;desktop;FR
118;123;impression;2021-06-23 05:31:31;mobile;DE
119;123;share;2022-08-22 13:06:07;mobile;FR
120;123;impression;2021-11-20 00:24:49;desktop;FR
121;456;impression;2021-01-07 22:50:40;tablet;US
122;123;impression;2021-12-15 16:11:36;desktop;FR
123;456;share;2022-11-11 11:25:42;desktop;FR
124;789;click;2022-05-24 13:14:08;mobile;FR
125;123;impression;2022-10-04 06:21:06;desktop;DE
126;789;impression;2023-11-07 16:03:45;mobile;FR
127;789;impression;2022-11-29 19:50:57;tablet;DE
128;789;impression;2021-09-07 22:41:26;tablet;DE
129;456;impression;2022-03-22 23:43:38;mobile;FR
130;456;impression;2021-12-18 02:48:12;tablet;DE
131;456;impression;2022-01-11 17:28:17;mobile;DE
132;456;impression;2022-12-28 15:13:40;mobile;US
133;123;impression;2021-11-22 07:19:04;tablet;FR
134;789;impression;2023-11-03 20:35:08;mobile;FR
135;123;impression;2021-03-23 12:17:36;tablet;DE
136;789;share;2023-04-27 04:29:57;tablet;FR
137;789;impression;2022-01-04 07:09:59;tablet;US
138;123;impression;2022-03-30 18:35:33;desktop;DE
139;456;click;2022-06-12 18:26:07;mobile;DE
140;456;impression;2021-08-03 11:24:22;desktop;DE
141;456;impression;2021-08-26 20:15:27;tablet;FR
142;789;click;2023-06-07 05:56:21;mobile;US
143;456;impression;2021-10-27 00:29:23;tablet;FR
144;789;impression;2022-02-26 16:40:05;desktop;FR
145;456;impression;2021-04-15 04:51:58;desktop;US
146;123;impression;2022-01-27 16:13:12;tablet;US
147;456;impression;2022-09-25 00:36:50;desktop;US
148;789;impression;2021-12-17 15:38:10;mobile;US
149;456;impression;2022-06-08 11:10:07;desktop;US
150;123;impression;2021-03-18 03:19:09;mobile;US
151;789;impression;2021-09-01 12:46:26;tablet;DE
152;456;impression;2021-09-04 19:47:52;desktop;FR
153;456;click;2022-10-12 13:58:59;desktop;DE
154;123;impression;2023-01-30 21:32:08;mobile;DE
155;123;impression;2022-09-08 04:52:27;tablet;US
156;123;impression;2021-11-04 11:04:41;mobile;US
157;123;impression;2021-02-12 10:32:18;desktop;DE
158;456;impression;2023-03-18 18:52:10;tablet;US
159;789;impression;2023-04-18 15:34:07;desktop;US
160;456;impression;2023-09-12 17:41:39;mobile;US
161;456;impression;2023-12-25 06:28:08;desktop;US
162;123;click;2023-08-02 18:56:52;tablet;US
163;456;impression;2022-05-07 22:07:57;mobile;FR
164;123;impression;2021-12-24 11:00:00;mobile;US
165;456;impression;2021-01-16 23:42:11;mobile;FR
166;456;impression;2022-10-20 05:59:01;mobile;FR
167;123;impression;2022-04-07 08:06:41;mobile;FR
168;123;impression;2022-08-18 16:38:31;desktop;DE
169;456;impression;2021-10-25 12:01:57;tablet;FR
170;789;impression;2021-06-03 11:26:08;desktop;US
171;123;impression;2023-04-08 02:03:13;mobile;FR
172;789;click;2023-09-13 13:42:26;tablet;FR
173;789;click;2021-01-14 05:39:28;tablet;FR
174;456;impression;2023-09-22 01:23:43;desktop;US
175;456;impression;2021-12-15 09:24:28;tablet;US
176;789;impression;2022-11-18 14:19:58;mobile;US
177;123;impression;2021-09-16 05:36:37;tablet;DE
178;789;impression;2023-04-23 08:25:56;tablet;DE
179;789;impression;2023-11-22 16:38:39;mobile;DE
180;123;click;2023-07-15 07:45:46;desktop;DE
181;123;impression;2022-04-06 17:55:33;tablet;FR
182;789;impression;2022-10-10 18:36:08;desktop;US
183;789;impression;2021-09-27 09:16:41;tablet;DE
184;789;impression;2022-12-08 04:58:26;mobile;DE
185;123;impression;2023-07-12 00:58:13;tablet;DE
186;789;impression;2021-03-19 13:46:53;mobile;FR
187;789;impression;2023-05-17 20:40:59;tablet;DE
188;456;click;2021-08-31 05:33:14;tablet;FR
189;456;impression;2021-05-18 23:07:20;desktop;US
190;789;impression;2022-07-05 22:32:57;desktop;DE
191;123;impression;2023-08-24 00:51:58;mobile;US
192;789;impression;2022-07-11 11:42:41;mobile;US
193;789;impression;2022-09-15 21:14:38;mobile;FR
194;789;impression;2022-06-09 03:20:55;desktop;FR
195;456;impression;2022-09-26 04:47:33;desktop;FR
196;123;impression;2021-02-27 14:33:31;desktop;US
197;456;impression;2022-04-10 02:21:37;desktop;DE
198;123;click;2021-11-08 14:29:21;tablet;US
199;789;impression;2021-08-13 02:58:19;mobile;DE
200;123;click;2022-10-26 00:50:41;desktop;FR
201;123;impression;2023-11-08 05:41:16;mobile;FR
202;456;impression;2022-11-11 12:47:38;mobile;DE
203;456;click;2022-07-07 04:07:18;desktop;US
204;456;impression;2022-07-03 20:58:18;desktop;FR
205;456;impression;2022-06-18 18:29:29;tablet;US
206;789;impression;2023-07-07 21:52:31;tablet;US
207;789;impression;2023-11-24 21:41:33;tablet;US
208;456;impression;2021-10-27 13:18:39;tablet;FR
209;456;impression;2022-07-08 07:19:51;mobile;DE
210;456;impression;2022-05-20 17:30:15;mobile;US
211;789;click;2021-04-19 10:42:32;desktop;FR
212;123;impression;2022-12-03 16:51:37;mobile;FR
213;789;impression;2021-03-29 03:10:22;mobile;US
214;456;impression;2022-07-16 12:43:42;tablet;US
215;123;impression;2021-07-26 22:20:02;mobile;FR
216;456;impression;2023-01-19 16:29:17;tablet;FR
217;123;impression;2023-03-15 09:28:48;desktop;DE
218;789;impression;2022-01-22 17:47:04;mobile;DE
219;789;impression;2023-04-24 12:53:26;mobile;US
220;789;impression;2022-04-11 20:18:41;tablet;FR
221;789;impression;2022-06-10 18:28:23;desktop;DE
222;456;impression;2022-10-06 07:26:53;desktop;DE
223;456;impression;2022-03-16 18:45:51;desktop;US
224;789;click;2021-12-12 06:20:23;tablet;FR
225;456;impression;2021-11-29 12:21:42;tablet;FR
226;123;click;2022-03-23 18:14:11;tablet;US
227;456;impression;2021-08-28 01:48:58;tablet;US
228;123;impression;2023-02-11 10:13:16;mobile;US
229;456;impression;2022-06-16 06:46:40;mobile;DE
230;456;impression;2023-02-03 06:02:04;desktop;DE
231;789;click;2023-05-12 20:21:09;desktop;DE
232;456;impression;2021-09-02 13:57:16;tablet;US
233;123;impression;2023-04-04 14:07:53;tablet;DE
234;123;impression;2022-06-08 17:49:42;desktop;DE
235;123;impression;2021-05-28 07:19:50;mobile;FR
236;123;impression;2021-10-22 07:14:56;desktop;DE
237;789;impression;2022-12-17 15:34:02;desktop;DE
238;789;impression;2021-07-18 13:26:36;mobile;DE
239;789;impression;2022-08-13 00:43:33;tablet;FR
240;123;impression;2021-07-15 20:54:02;tablet;FR
241;789;impression;2022-05-12 12:32:32;desktop;FR
242;123;impression;2022-07-15 22:40:39;desktop;DE
243;789;impression;2022-01-26 21:04:19;desktop;US
244;789;impression;2021-09-29 09:59:04;desktop;DE
245;123;click;2022-11-15 09:29:07;tablet;US
246;456;click;2022-03-21 18:49:30;tablet;DE
247;456;impression;2022-10-26 06:08:13;desktop;US
248;123;impression;2023-09-12 16:11:20;mobile;DE
249;123;impression;2021-07-29 17:06:41;mobile;US
250;123;impression;2023-02-07 15:29:31;mobile;DE
251;789;impression;2023-05-24 03:39:00;mobile;FR
252;456;impression;2021-12-25 01:46:18;tablet;US
253;456;impression;2021-01-08 04:19:16;tablet;DE
254;789;impression;2023-09-07 07:19:18;mobile;US
255;456;impression;2023-03-25 01:02:28;desktop;US
256;456;click;2022-09-17 00:32:02;mobile;US
257;123;impression;2023-09-15 22:40:03;desktop;DE
258;123;impression;2021-04-07 22:57:14;tablet;DE
259;789;impression;2021-07-09 01:17:44;mobile;DE
260;456;click;2021-12-04 17:42:03;tablet;US
261;456;impression;2022-08-18 10:07:08;mobile;FR
262;789;impression;2021-10-05 14:57:33;mobile;FR
263;123;impression;2023-03-30 20:59:33;mobile;DE
264;456;click;2021-11-27 19:04:36;mobile;US
265;456;impression;2021-08-20 21:25:00;tablet;US
266;456;impression;2023-01-27 12:41:47;tablet;FR
267;123;impression;2021-05-01 00:25:47;mobile;DE
268;123;impression;2021-01-15 06:42:03;tablet;FR
269;789;impression;2022-02-28 18:23:20;desktop;US
270;123;click;2021-11-28 02:13:20;desktop;US
271;456;impression;2021-06-23 04:12:47;mobile;FR
272;789;click;2021-10-19 08:13:09;mobile;DE
273;123;impression;2021-10-19 10:00:15;tablet;FR
274;789;impression;2022-05-13 11:55:42;mobile;DE
275;123;impression;2022-04-11 09:00:17;mobile;FR
276;456;impression;2022-12-30 14:20:01;tablet;US
277;789;impression;2023-06-12 14:07:58;mobile;US
278;789;impression;2021-11-14 09:42:20;tablet;US
279;789;impression;2021-05-15 04:07:31;mobile;DE
280;789;impression;2021-04-25 19:06:48;tablet;DE
281;456;impression;2023-11-14 11:56:37;desktop;FR
282;123;impression;2022-02-27 22:23:58;tablet;DE
283;789;impression;2023-10-07 19:19:47;mobile;DE
284;789;impression;2022-04-01 07:14:52;tablet;FR
285;123;impression;2023-11-08 01:32:50;desktop;US
286;789;click;2021-08-25 02:05:14;mobile;US
287;456;impression;2022-07-17 21:32:30;mobile;US
288;456;impression;2021-09-10 09:47:35;mobile;FR
289;789;impression;2022-07-29 12:39:38;mobile;DE
290;123;impression;2021-12-24 04:10:22;mobile;FR
291;456;impression;2021-06-12 01:17:43;mobile;DE
292;123;impression;2022-06-23 17:07:08;desktop;FR
293;123;click;2023-02-13 01:38:30;tablet;US
294;456;impression;2021-03-22 18:41:35;mobile;US
295;123;impression;2022-10-12 10:17:13;tablet;DE
296;456;impression;2021-05-12 04:45:45;tablet;FR
297;123;impression;2021-07-26 18:26:04;mobile;US
298;789;click;2021-03-29 18:24:53;desktop;DE
299;789;impression;2021-04-22 10:33:39;tablet;US
300;123;impression;2022-04-24 20:25:36;tablet;FR
301;789;impression;2022-01-27 16:05:43;desktop;DE
302;456;impression;2021-10-01 14:21:49;desktop;FR
303;789;click;2022-06-13 00:58:12;desktop;DE
304;456;impression;2021-03-04 05:53:14;tablet;US
305;789;impression;2023-10-04 04:44:06;desktop;DE
306;456;impression;2023-09-24 10:42:25;tablet;US
307;456;impression;2023-11-01 09:34:27;mobile;US
308;456;impression;2021-03-06 00:30:36;desktop;DE
309;123;impression;2023-04-20 02:04:48;mobile;FR
310;456;impression;2021-12-26 16:15:14;desktop;US
311;789;impression;2023-11-20 02:35:18;mobile;US
312;123;impression;2022-03-16 03:44:04;tablet;DE
313;123;impression;2023-09-13 05:29:38;desktop;US
314;789;impression;2021-09-28 07:44:50;mobile;FR
315;789;click;2021-03-28 21:41:29;tablet;FR
316;789;impression;2023-01-05 08:32:07;tablet;FR
317;123;impression;2022-11-11 15:21:44;desktop;US
318;123;impression;2021-08-21 13:19:25;tablet;DE
319;789;impression;2021-09-14 04:19:08;tablet;US
320;456;impression;2023-12-28 07:45:42;tablet;FR
321;789;impression;2023-04-30 01:17:57;desktop;FR
322;123;impression;2022-05-26 00:21:26;mobile;FR
323;789;click;2021-05-29 01:41:45;tablet;US
324;456;impression;2021-11-03 04:49:07;mobile;DE
325;789;impression;2023-04-18 05:47:01;desktop;US
326;123;impression;2021-09-08 05:30:42;tablet;DE
327;456;impression;2022-04-01 07:08:12;desktop;DE
328;789;impression;2023-01-08 03:36:44;tablet;US
329;789;impression;2022-04-20 01:16:28;tablet;FR
330;789;impression;2021-07-04 10:52:36;mobile;US
331;789;impression;2023-08-22 05:02:10;desktop;US
332;789;impression;2022-02-11 07:15:36;desktop;US
333;789;click;2021-03-19 10:20:19;tablet;US
334;789;impression;2021-05-10 00:30:29;tablet;DE
335;789;impression;2021-06-25 19:28:13;tablet;US
336;789;impression;2023-03-04 00:36:10;tablet;DE
337;123;impression;2021-09-03 21:03:26;mobile;DE
338;123;impression;2021-02-08 03:37:26;desktop;US
339;456;impression;2021-09-19 02:04:16;desktop;DE
340;789;impression;2023-10-14 10:25:39;mobile;DE
341;789;impression;2023-11-18 08:56:39;mobile;FR
342;123;impression;2023-05-04 11:35:17;tablet;FR
343;789;impression;2022-11-28 20:51:02;mobile;FR
344;123;impression;2021-03-16 20:40:39;mobile;DE
345;123;impression;2023-08-06 07:24:59;tablet;FR
346;789;impression;2023-10-02 23:16:30;desktop;FR
347;456;impression;2021-08-12 07:19:30;mobile;FR
348;123;impression;2023-02-14 23:42:42;mobile;FR
349;456;impression;2022-04-27 09:43:07;tablet;US
350;789;impression;2021-06-26 10:11:11;desktop;FR
351;789;impression;2021-05-23 21:00:35;desktop;DE
352;456;impression;2023-05-03 21:36:03;desktop;US
353;123;impression;2022-08-19 06:27:08;desktop;DE
354;789;impression;2022-05-22 16:13:49;mobile;US
355;456;impression;2021-05-24 00:38:59;tablet;FR
356;789;impression;2022-09-15 13:14:20;mobile;FR
357;123;impression;2021-01-11 20:39:57;mobile;US
358;123;impression;2021-05-13 03:50:51;tablet;FR
359;123;impression;2023-06-16 21:47:59;mobile;FR
360;456;impression;2022-02-28 10:32:50;desktop;DE
361;456;impression;2022-01-10 13:48:56;desktop;DE
362;789;impression;2021-12-04 03:31:43;mobile;DE
363;456;click;2022-08-20 04:56:29;mobile;DE
364;789;impression;2023-05-09 05:15:10;mobile;US
365;456;impression;2022-07-16 15:18:40;tablet;US
366;456;impression;2022-11-23 03:39:10;mobile;US
367;789;impression;2022-10-28 22:06:45;mobile;US
368;789;impression;2023-07-25 02:00:10;tablet;DE
369;123;click;2023-04-12 15:20:02;tablet;FR
370;456;impression;2022-07-05 19:41:19;desktop;US
371;123;impression;2023-05-09 22:16:48;mobile;DE
372;456;impression;2021-09-01 16:28:49;tablet;FR
373;123;impression;2022-12-24 20:07:41;tablet;FR
374;789;impression;2023-02-01 21:18:25;mobile;DE
375;123;impression;2023-12-04 21:51:01;mobile;DE
376;789;impression;2023-07-26 21:11:43;mobile;US
377;789;impression;2022-09-03 07:07:58;mobile;FR
378;456;click;2021-10-06 20:33:51;desktop;FR
379;456;impression;2022-07-06 00:58:43;tablet;DE
380;123;impression;2021-12-27 00:29:11;tablet;FR
381;123;impression;2023-12-27 02:36:36;mobile;DE
382;123;share;2021-03-30 22:59:28;mobile;FR
383;789;impression;2023-08-18 05:53:12;desktop;US
384;123;click;2023-11-04 17:58:25;desktop;FR
385;789;impression;2023-06-24 17:48:02;desktop;FR
386;123;impression;2022-02-25 18:20:57;mobile;DE
387;123;click;2023-03-29 11:56:59;tablet;US
388;456;impression;2022-06-03 04:44:26;desktop;DE
389;123;impression;2023-02-01 04:03:25;mobile;FR
390;456;impression;2023-05-02 04:20:26;desktop;FR
391;123;impression;2023-03-26 02:57:47;mobile;FR
392;123;impression;2023-07-09 15:50:24;desktop;US
393;123;click;2022-03-14 12:13:26;desktop;DE
394;789;impression;2022-07-06 15:19:08;desktop;US
395;789;impression;2023-08-28 15:19:19;tablet;DE
396;789;impression;2022-06-24 03:37:45;tablet;US
397;789;impression;2023-11-29 14:33:41;desktop;FR
398;456;impression;2021-10-24 06:48:27;mobile;US
399;789;click;2023-01-28 09:22:01;desktop;DE
400;123;impression;2021-08-31 03:44:22;tablet;DE
401;789;impression;2021-10-18 09:29:28;desktop;DE
402;123;impression;2021-11-08 07:21:02;desktop;DE
403;123;impression;2023-02-11 10:15:35;mobile;FR
404;123;impression;2023-03-16 23:31:53;mobile;FR
405;789;click;2023-04-14 21:29:36;tablet;US
406;789;impression;2021-03-23 02:03:10;mobile;US
407;456;impression;2022-12-30 12:47:54;mobile;DE
408;123;impression;2023-07-13 19:26:50;mobile;FR
409;456;impression;2023-09-12 20:23:38;tablet;DE
410;123;impression;2022-01-27 01:06:16;desktop;US
411;789;share;2021-06-01 18:43:49;tablet;US
412;123;impression;2022-06-12 20:41:30;desktop;FR
413;123;impression;2022-09-19 03:20:33;tablet;FR
414;789;impression;2022-11-18 06:23:10;mobile;DE
415;123;impression;2021-04-28 20:41:45;tablet;US
416;789;impression;2023-12-19 04:42:26;desktop;FR
417;456;impression;2022-05-20 12:44:13;mobile;FR
418;789;impression;2022-01-18 02:02:30;mobile;US
419;456;impression;2023-12-17 21:09:12;mobile;US
420;789;impression;2023-12-23 17:45:08;desktop;DE
421;789;impression;2021-02-27 18:29:30;tablet;DE
422;123;impression;2021-02-16 01:39:03;desktop;FR
423;789;impression;2022-08-09 15:05:17;mobile;DE
424;456;impression;2022-01-21 02:11:14;mobile;US
425;789;impression;2022-05-12 12:09:04;desktop;DE
426;123;impression;2023-11-14 18:17:31;desktop;US
427;789;impression;2021-09-02 18:25:39;desktop;DE
428;789;impression;2021-01-21 10:54:08;desktop;FR
429;789;impression;2023-04-11 17:26:43;desktop;FR
430;123;impression;2022-05-07 16:16:59;desktop;DE
431;456;impression;2022-12-23 16:22:56;desktop;US
432;123;impression;2022-01-12 08:11:33;desktop;FR
433;789;impression;2022-11-19 02:08:10;tablet;DE
434;456;impression;2021-05-27 18:37:15;mobile;FR
435;123;impression;2023-10-29 13:54:42;desktop;DE
436;456;impression;2021-08-02 18:56:28;tablet;US
437;123;impression;2023-11-02 01:56:38;tablet;DE
438;123;impression;2023-02-03 00:57:37;mobile;US
439;456;impression;2022-01-29 06:16:47;mobile;DE
440;123;impression;2023-09-20 19:38:05;mobile;DE
441;789;click;2023-12-26 19:37:23;mobile;DE
442;456;impression;2021-02-15 04:22:44;desktop;DE
443;123;impression;2023-10-08 02:44:41;desktop;DE
444;123;click;2022-10-17 18:35:58;desktop;DE
445;789;impression;2022-10-08 14:05:51;desktop;US
446;123;impression;2022-01-04 19:58:13;tablet;FR
447;456;impression;2021-06-26 12:57:49;mobile;US
448;789;click;2021-06-30 19:12:35;mobile;DE
449;456;click;2023-08-29 02:18:25;mobile;DE
450;123;impression;2021-12-20 20:18:19;mobile;DE
451;123;impression;2022-12-11 11:08:39;mobile;DE
452;456;impression;2021-11-27 08:22:35;desktop;US
453;123;impression;2023-08-08 05:59:45;mobile;DE
454;456;impression;2021-03-23 04:00:09;mobile;FR
455;789;impression;2021-04-30 23:39:37;tablet;FR
456;123;click;2023-12-25 19:21:24;tablet;DE
457;789;impression;2021-07-19 09:24:52;desktop;FR
458;789;impression;2021-04-07 21:36:26;tablet;FR
459;789;impression;2021-10-08 11:45:10;mobile;US
460;456;impression;2021-08-12 13:05:30;tablet;FR
461;789;click;2021-01-16 09:00:59;tablet;FR
462;789;impression;2022-01-07 05:08:05;mobile;DE
463;456;impression;2022-11-25 20:25:57;mobile;FR
464;789;impression;2022-08-26 13:53:48;tablet;US
465;789;impression;2021-10-17 18:20:28;desktop;DE
466;123;impression;2023-08-17 15:43:41;mobile;FR
467;789;impression;2021-08-13 09:21:49;tablet;US
468;456;impression;2022-05-31 10:52:15;mobile;FR
469;456;impression;2022-06-17 12:40:31;tablet;US
470;456;impression;2021-01-07 14:05:01;tablet;US
471;789;impression;2021-10-25 20:16:12;mobile;FR
472;123;impression;2021-08-02 17:04:54;tablet;DE
473;456;impression;2021-08-07 23:14:31;mobile;FR
474;456;impression;2023-01-28 08:07:30;mobile;US
475;456;impression;2021-02-04 01:11:09;desktop;FR
476;789;impression;2023-02-15 12:39:07;mobile;US
477;456;impression;2023-02-13 15:25:46;tablet;DE
478;789;impression;2023-05-22 11:02:44;tablet;US
479;123;impression;2021-05-20 07:21:25;mobile;FR
480;789;impression;2021-02-18 00:52:00;desktop;US
481;456;impression;2022-05-22 18:32:00;tablet;DE
482;123;impression;2023-08-09 12:04:28;tablet;FR
483;456;impression;2023-08-13 02:19:47;mobile;US
484;789;impression;2022-11-28 01:45:09;tablet;DE
485;789;impression;2022-12-17 23:56:41;mobile;US
486;789;impression;2023-07-16 12:15:10;mobile;DE
487;456;impression;2022-09-15 23:59:56;tablet;DE
488;123;click;2021-12-07 08:39:13;desktop;US
489;789;impression;2023-06-15 02:43:18;tablet;US
490;456;impression;2021-03-14 00:14:05;tablet;US
491;789;impression;2023-09-18 20:52:23;desktop;DE
492;456;impression;2023-09-11 00:53:33;desktop;DE
493;789;impression;2021-11-21 17:21:31;desktop;FR
494;789;impression;2023-04-30 02:28:02;desktop;US
495;456;impression;2023-05-11 07:26:45;mobile;US
496;123;impression;2022-07-10 14:46:12;tablet;DE
497;123;impression;2022-05-13 06:40:53;mobile;DE
498;123;impression;2023-03-03 06:58:48;tablet;FR
499;456;impression;2022-03-31 02:09:26;mobile;US
500;123;impression;2023-11-18 19:33:08;tablet;FR
501;456;impression;2022-05-13 12:20:13;desktop;DE
502;456;impression;2021-02-04 16:45:42;mobile;DE
503;123;impression;2021-10-11 13:24:04;mobile;FR
504;789;impression;2021-02-20 20:36:26;desktop;US
505;123;impression;2022-07-19 12:47:16;tablet;US
506;789;impression;2021-12-30 13:35:08;tablet;FR
507;789;impression;2021-12-22 06:57:17;desktop;FR
508;789;impression;2022-04-30 06:33:23;tablet;DE
509;789;impression;2023-05-03 04:10:38;desktop;FR
510;123;impression;2022-03-08 05:34:54;mobile;DE
511;456;impression;2021-08-07 11:00:49;mobile;US
512;456;click;2022-02-13 04:57:44;desktop;US
513;456;impression;2023-12-22 07:17:07;desktop;US
514;456;impression;2023-08-05 19:18:22;desktop;FR
515;123;impression;2021-07-23 22:39:31;desktop;DE
516;123;click;2022-05-29 18:27:42;tablet;DE
517;123;impression;2022-06-06 22:23:28;tablet;US
518;123;click;2022-10-14 04:52:51;mobile;US
519;123;impression;2021-10-18 08:16:42;desktop;DE
520;456;click;2021-05-29 16:39:50;desktop;US
521;456;impression;2023-01-20 19:15:38;mobile;US
522;123;impression;2023-01-31 03:51:31;desktop;FR
523;456;impression;2021-07-02 01:42:50;mobile;US
524;123;impression;2022-05-07 02:03:45;tablet;US
525;123;share;2021-08-30 09:23:58;desktop;DE
526;456;impression;2021-05-09 05:55:06;tablet;DE
